week,staff_id,staff_name,role,service,present
46,STF-bcb3f4fe,Brent Jordan,nursing_assistant,surgery,1
47,STF-bcb3f4fe,Brent Jordan,nursing_assistant,surgery,1
48,STF-bcb3f4fe,Brent Jordan,nursing_assistant,surgery,0
49,STF-bcb3f4fe,Brent Jordan,nursing_assistant,surgery,1
50,STF-bcb3f4fe,Brent Jordan,nursing_assistant,surgery,1
51,STF-bcb3f4fe,Brent Jordan,nursing_assistant,surgery,0
52,STF-bcb3f4fe,Brent Jordan,nursing_assistant,surgery,1
1,STF-f7ad988b,John Daniel,nursing_assistant,surgery,1
2,STF-f7ad988b,John Daniel,nursing_assistant,surgery,0
3,STF-f7ad988b,John Daniel,nursing_assistant,surgery,0
4,STF-f7ad988b,John Daniel,nursing_assistant,surgery,1
5,STF-f7ad988b,John Daniel,nursing_assistant,surgery,1
6,STF-f7ad988b,John Daniel,nursing_assistant,surgery,0
7,STF-f7ad988b,John Daniel,nursing_assistant,surgery,1
8,STF-f7ad988b,John Daniel,nursing_assistant,surgery,1
9,STF-f7ad988b,John Daniel,nursing_assistant,surgery,0
10,STF-f7ad988b,John Daniel,nursing_assistant,surgery,1
11,STF-f7ad988b,John Daniel,nursing_assistant,surgery,1
12,STF-f7ad988b,John Daniel,nursing_assistant,surgery,0
13,STF-f7ad988b,John Daniel,nursing_assistant,surgery,0
14,STF-f7ad988b,John Daniel,nursing_assistant,surgery,1
15,STF-f7ad988b,John Daniel,nursing_assistant,surgery,0
16,STF-f7ad988b,John Daniel,nursing_assistant,surgery,1
17,STF-f7ad988b,John Daniel,nursing_assistant,surgery,1
18,STF-f7ad988b,John Daniel,nursing_assistant,surgery,0
19,STF-f7ad988b,John Daniel,nursing_assistant,surgery,1
20,STF-f7ad988b,John Daniel,nursing_assistant,surgery,1
21,STF-f7ad988b,John Daniel,nursing_assistant,surgery,0
22,STF-f7ad988b,John Daniel,nursing_assistant,surgery,1
23,STF-f7ad988b,John Daniel,nursing_assistant,surgery,1
24,STF-f7ad988b,John Daniel,nursing_assistant,surgery,0
25,STF-f7ad988b,John Daniel,nursing_assistant,surgery,0
26,STF-f7ad988b,John Daniel,nursing_assistant,surgery,1
27,STF-f7ad988b,John Daniel,nursing_assistant,surgery,0
28,STF-f7ad988b,John Daniel,nursing_assistant,surgery,1
29,STF-f7ad988b,John Daniel,nursing_assistant,surgery,1
30,STF-f7ad988b,John Daniel,nursing_assistant,surgery,0
31,STF-f7ad988b,John Daniel,nursing_assistant,surgery,1
32,STF-f7ad988b,John Daniel,nursing_assistant,surgery,1
33,STF-f7ad988b,John Daniel,nursing_assistant,surgery,0
34,STF-f7ad988b,John Daniel,nursing_assistant,surgery,1
35,STF-f7ad988b,John Daniel,nursing_assistant,surgery,1
36,STF-f7ad988b,John Daniel,nursing_assistant,surgery,0
37,STF-f7ad988b,John Daniel,nursing_assistant,surgery,1
38,STF-f7ad988b,John Daniel,nursing_assistant,surgery,1
39,STF-f7ad988b,John Daniel,nursing_assistant,surgery,0
40,STF-f7ad988b,John Daniel,nursing_assistant,surgery,1
41,STF-f7ad988b,John Daniel,nursing_assistant,surgery,1
42,STF-f7ad988b,John Daniel,nursing_assistant,surgery,0
43,STF-f7ad988b,John Daniel,nursing_assistant,surgery,1
44,STF-f7ad988b,John Daniel,nursing_assistant,surgery,1
45,STF-f7ad988b,John Daniel,nursing_assistant,surgery,0
46,STF-f7ad988b,John Daniel,nursing_assistant,surgery,0
47,STF-f7ad988b,John Daniel,nursing_assistant,surgery,1
48,STF-f7ad988b,John Daniel,nursing_assistant,surgery,0
49,STF-f7ad988b,John Daniel,nursing_assistant,surgery,1
50,STF-f7ad988b,John Daniel,nursing_assistant,surgery,1
51,STF-f7ad988b,John Daniel,nursing_assistant,surgery,0
52,STF-f7ad988b,John Daniel,nursing_assistant,surgery,0
1,STF-624c0289,Victoria Garcia,nursing_assistant,surgery,1
2,STF-624c0289,Victoria Garcia,nursing_assistant,surgery,1
3,STF-624c0289,Victoria Garcia,nursing_assistant,surgery,0
4,STF-624c0289,Victoria Garcia,nursing_assistant,surgery,1
5,STF-624c0289,Victoria Garcia,nursing_assistant,surgery,1
6,STF-624c0289,Victoria Garcia,nursing_assistant,surgery,0
7,STF-624c0289,Victoria Garcia,nursing_assistant,surgery,1
8,STF-624c0289,Victoria Garcia,nursing_assistant,surgery,1
9,STF-624c0289,Victoria Garcia,nursing_assistant,surgery,0
10,STF-624c0289,Victoria Garcia,nursing_assistant,surgery,1
11,STF-624c0289,Victoria Garcia,nursing_assistant,surgery,1
12,STF-624c0289,Victoria Garcia,nursing_assistant,surgery,0
13,STF-624c0289,Victoria Garcia,nursing_assistant,surgery,1
14,STF-624c0289,Victoria Garcia,nursing_assistant,surgery,1
15,STF-624c0289,Victoria Garcia,nursing_assistant,surgery,0
16,STF-624c0289,Victoria Garcia,nursing_assistant,surgery,1
17,STF-624c0289,Victoria Garcia,nursing_assistant,surgery,1
18,STF-624c0289,Victoria Garcia,nursing_assistant,surgery,0
19,STF-624c0289,Victoria Garcia,nursing_assistant,surgery,1
20,STF-624c0289,Victoria Garcia,nursing_assistant,surgery,1
21,STF-624c0289,Victoria Garcia,nursing_assistant,surgery,0
22,STF-624c0289,Victoria Garcia,nursing_assistant,surgery,1
23,STF-624c0289,Victoria Garcia,nursing_assistant,surgery,0
24,STF-624c0289,Victoria Garcia,nursing_assistant,surgery,0
25,STF-624c0289,Victoria Garcia,nursing_assistant,surgery,0
26,STF-624c0289,Victoria Garcia,nursing_assistant,surgery,1
27,STF-624c0289,Victoria Garcia,nursing_assistant,surgery,0
28,STF-624c0289,Victoria Garcia,nursing_assistant,surgery,1
29,STF-624c0289,Victoria Garcia,nursing_assistant,surgery,1
30,STF-624c0289,Victoria Garcia,nursing_assistant,surgery,0
31,STF-624c0289,Victoria Garcia,nursing_assistant,surgery,1
32,STF-624c0289,Victoria Garcia,nursing_assistant,surgery,0
33,STF-624c0289,Victoria Garcia,nursing_assistant,surgery,0
34,STF-624c0289,Victoria Garcia,nursing_assistant,surgery,1
35,STF-624c0289,Victoria Garcia,nursing_assistant,surgery,1
36,STF-624c0289,Victoria Garcia,nursing_assistant,surgery,0
37,STF-624c0289,Victoria Garcia,nursing_assistant,surgery,1
38,STF-624c0289,Victoria Garcia,nursing_assistant,surgery,1
39,STF-624c0289,Victoria Garcia,nursing_assistant,surgery,0
40,STF-624c0289,Victoria Garcia,nursing_assistant,surgery,1
41,STF-624c0289,Victoria Garcia,nursing_assistant,surgery,1
42,STF-624c0289,Victoria Garcia,nursing_assistant,surgery,0
43,STF-624c0289,Victoria Garcia,nursing_assistant,surgery,1
44,STF-624c0289,Victoria Garcia,nursing_assistant,surgery,1
45,STF-624c0289,Victoria Garcia,nursing_assistant,surgery,0
46,STF-624c0289,Victoria Garcia,nursing_assistant,surgery,1
47,STF-624c0289,Victoria Garcia,nursing_assistant,surgery,1
48,STF-624c0289,Victoria Garcia,nursing_assistant,surgery,0
49,STF-624c0289,Victoria Garcia,nursing_assistant,surgery,1
50,STF-624c0289,Victoria Garcia,nursing_assistant,surgery,0
51,STF-624c0289,Victoria Garcia,nursing_assistant,surgery,0
52,STF-624c0289,Victoria Garcia,nursing_assistant,surgery,1
1,STF-2aeab02a,Gerald Hensley,nursing_assistant,surgery,1
2,STF-2aeab02a,Gerald Hensley,nursing_assistant,surgery,1
3,STF-2aeab02a,Gerald Hensley,nursing_assistant,surgery,0
4,STF-2aeab02a,Gerald Hensley,nursing_assistant,surgery,0
5,STF-2aeab02a,Gerald Hensley,nursing_assistant,surgery,1
6,STF-2aeab02a,Gerald Hensley,nursing_assistant,surgery,0
7,STF-2aeab02a,Gerald Hensley,nursing_assistant,surgery,1
8,STF-2aeab02a,Gerald Hensley,nursing_assistant,surgery,1
9,STF-2aeab02a,Gerald Hensley,nursing_assistant,surgery,0
10,STF-2aeab02a,Gerald Hensley,nursing_assistant,surgery,1
11,STF-2aeab02a,Gerald Hensley,nursing_assistant,surgery,1
12,STF-2aeab02a,Gerald Hensley,nursing_assistant,surgery,0
13,STF-2aeab02a,Gerald Hensley,nursing_assistant,surgery,1
14,STF-2aeab02a,Gerald Hensley,nursing_assistant,surgery,0
15,STF-2aeab02a,Gerald Hensley,nursing_assistant,surgery,0
16,STF-2aeab02a,Gerald Hensley,nursing_assistant,surgery,1
17,STF-2aeab02a,Gerald Hensley,nursing_assistant,surgery,1
18,STF-2aeab02a,Gerald Hensley,nursing_assistant,surgery,0
19,STF-2aeab02a,Gerald Hensley,nursing_assistant,surgery,1
20,STF-2aeab02a,Gerald Hensley,nursing_assistant,surgery,1
21,STF-2aeab02a,Gerald Hensley,nursing_assistant,surgery,0
22,STF-2aeab02a,Gerald Hensley,nursing_assistant,surgery,1
23,STF-2aeab02a,Gerald Hensley,nursing_assistant,surgery,1
24,STF-2aeab02a,Gerald Hensley,nursing_assistant,surgery,0
25,STF-2aeab02a,Gerald Hensley,nursing_assistant,surgery,1
26,STF-2aeab02a,Gerald Hensley,nursing_assistant,surgery,1
27,STF-2aeab02a,Gerald Hensley,nursing_assistant,surgery,0
28,STF-2aeab02a,Gerald Hensley,nursing_assistant,surgery,1
29,STF-2aeab02a,Gerald Hensley,nursing_assistant,surgery,1
30,STF-2aeab02a,Gerald Hensley,nursing_assistant,surgery,0
31,STF-2aeab02a,Gerald Hensley,nursing_assistant,surgery,1
32,STF-2aeab02a,Gerald Hensley,nursing_assistant,surgery,1
33,STF-2aeab02a,Gerald Hensley,nursing_assistant,surgery,0
34,STF-2aeab02a,Gerald Hensley,nursing_assistant,surgery,1
35,STF-2aeab02a,Gerald Hensley,nursing_assistant,surgery,1
36,STF-2aeab02a,Gerald Hensley,nursing_assistant,surgery,0
37,STF-2aeab02a,Gerald Hensley,nursing_assistant,surgery,1
38,STF-2aeab02a,Gerald Hensley,nursing_assistant,surgery,1
39,STF-2aeab02a,Gerald Hensley,nursing_assistant,surgery,0
40,STF-2aeab02a,Gerald Hensley,nursing_assistant,surgery,1
41,STF-2aeab02a,Gerald Hensley,nursing_assistant,surgery,1
42,STF-2aeab02a,Gerald Hensley,nursing_assistant,surgery,0
43,STF-2aeab02a,Gerald Hensley,nursing_assistant,surgery,1
44,STF-2aeab02a,Gerald Hensley,nursing_assistant,surgery,0
45,STF-2aeab02a,Gerald Hensley,nursing_assistant,surgery,0
46,STF-2aeab02a,Gerald Hensley,nursing_assistant,surgery,1
47,STF-2aeab02a,Gerald Hensley,nursing_assistant,surgery,1
48,STF-2aeab02a,Gerald Hensley,nursing_assistant,surgery,0
49,STF-2aeab02a,Gerald Hensley,nursing_assistant,surgery,1
50,STF-2aeab02a,Gerald Hensley,nursing_assistant,surgery,0
51,STF-2aeab02a,Gerald Hensley,nursing_assistant,surgery,0
52,STF-2aeab02a,Gerald Hensley,nursing_assistant,surgery,1
1,STF-80c670c1,Connor West,nursing_assistant,surgery,1
2,STF-80c670c1,Connor West,nursing_assistant,surgery,1
3,STF-80c670c1,Connor West,nursing_assistant,surgery,0
4,STF-80c670c1,Connor West,nursing_assistant,surgery,1
5,STF-80c670c1,Connor West,nursing_assistant,surgery,0
6,STF-80c670c1,Connor West,nursing_assistant,surgery,0
7,STF-80c670c1,Connor West,nursing_assistant,surgery,1
8,STF-80c670c1,Connor West,nursing_assistant,surgery,1
9,STF-80c670c1,Connor West,nursing_assistant,surgery,0
10,STF-80c670c1,Connor West,nursing_assistant,surgery,1
11,STF-80c670c1,Connor West,nursing_assistant,surgery,1
12,STF-80c670c1,Connor West,nursing_assistant,surgery,0
13,STF-80c670c1,Connor West,nursing_assistant,surgery,0
14,STF-80c670c1,Connor West,nursing_assistant,surgery,1
15,STF-80c670c1,Connor West,nursing_assistant,surgery,0
16,STF-80c670c1,Connor West,nursing_assistant,surgery,1
17,STF-80c670c1,Connor West,nursing_assistant,surgery,1
18,STF-80c670c1,Connor West,nursing_assistant,surgery,0
19,STF-80c670c1,Connor West,nursing_assistant,surgery,0
20,STF-80c670c1,Connor West,nursing_assistant,surgery,0
21,STF-80c670c1,Connor West,nursing_assistant,surgery,0
22,STF-80c670c1,Connor West,nursing_assistant,surgery,1
23,STF-80c670c1,Connor West,nursing_assistant,surgery,1
24,STF-80c670c1,Connor West,nursing_assistant,surgery,0
25,STF-80c670c1,Connor West,nursing_assistant,surgery,1
26,STF-80c670c1,Connor West,nursing_assistant,surgery,1
27,STF-80c670c1,Connor West,nursing_assistant,surgery,0
28,STF-80c670c1,Connor West,nursing_assistant,surgery,1
29,STF-80c670c1,Connor West,nursing_assistant,surgery,1
30,STF-80c670c1,Connor West,nursing_assistant,surgery,0
31,STF-80c670c1,Connor West,nursing_assistant,surgery,1
32,STF-80c670c1,Connor West,nursing_assistant,surgery,1
33,STF-80c670c1,Connor West,nursing_assistant,surgery,0
34,STF-80c670c1,Connor West,nursing_assistant,surgery,1
35,STF-80c670c1,Connor West,nursing_assistant,surgery,0
36,STF-80c670c1,Connor West,nursing_assistant,surgery,0
37,STF-80c670c1,Connor West,nursing_assistant,surgery,1
38,STF-80c670c1,Connor West,nursing_assistant,surgery,1
39,STF-80c670c1,Connor West,nursing_assistant,surgery,0
40,STF-80c670c1,Connor West,nursing_assistant,surgery,1
41,STF-80c670c1,Connor West,nursing_assistant,surgery,1
42,STF-80c670c1,Connor West,nursing_assistant,surgery,0
43,STF-80c670c1,Connor West,nursing_assistant,surgery,1
44,STF-80c670c1,Connor West,nursing_assistant,surgery,1
45,STF-80c670c1,Connor West,nursing_assistant,surgery,0
46,STF-80c670c1,Connor West,nursing_assistant,surgery,1
47,STF-80c670c1,Connor West,nursing_assistant,surgery,1
48,STF-80c670c1,Connor West,nursing_assistant,surgery,0
49,STF-80c670c1,Connor West,nursing_assistant,surgery,1
50,STF-80c670c1,Connor West,nursing_assistant,surgery,1
51,STF-80c670c1,Connor West,nursing_assistant,surgery,0
52,STF-80c670c1,Connor West,nursing_assistant,surgery,1
1,STF-a81bb023,Donald Wright,nursing_assistant,surgery,0
2,STF-a81bb023,Donald Wright,nursing_assistant,surgery,1
3,STF-a81bb023,Donald Wright,nursing_assistant,surgery,0
4,STF-a81bb023,Donald Wright,nursing_assistant,surgery,1
5,STF-a81bb023,Donald Wright,nursing_assistant,surgery,1
6,STF-a81bb023,Donald Wright,nursing_assistant,surgery,0
7,STF-a81bb023,Donald Wright,nursing_assistant,surgery,1
8,STF-a81bb023,Donald Wright,nursing_assistant,surgery,1
9,STF-a81bb023,Donald Wright,nursing_assistant,surgery,0
10,STF-a81bb023,Donald Wright,nursing_assistant,surgery,1
11,STF-a81bb023,Donald Wright,nursing_assistant,surgery,1
12,STF-a81bb023,Donald Wright,nursing_assistant,surgery,0
13,STF-a81bb023,Donald Wright,nursing_assistant,surgery,1
14,STF-a81bb023,Donald Wright,nursing_assistant,surgery,1
15,STF-a81bb023,Donald Wright,nursing_assistant,surgery,0
16,STF-a81bb023,Donald Wright,nursing_assistant,surgery,1
17,STF-a81bb023,Donald Wright,nursing_assistant,surgery,1
18,STF-a81bb023,Donald Wright,nursing_assistant,surgery,0
19,STF-a81bb023,Donald Wright,nursing_assistant,surgery,1
20,STF-a81bb023,Donald Wright,nursing_assistant,surgery,1
21,STF-a81bb023,Donald Wright,nursing_assistant,surgery,0
22,STF-a81bb023,Donald Wright,nursing_assistant,surgery,1
23,STF-a81bb023,Donald Wright,nursing_assistant,surgery,1
24,STF-a81bb023,Donald Wright,nursing_assistant,surgery,0
25,STF-a81bb023,Donald Wright,nursing_assistant,surgery,1
26,STF-a81bb023,Donald Wright,nursing_assistant,surgery,1
27,STF-a81bb023,Donald Wright,nursing_assistant,surgery,0
28,STF-a81bb023,Donald Wright,nursing_assistant,surgery,1
29,STF-a81bb023,Donald Wright,nursing_assistant,surgery,1
30,STF-a81bb023,Donald Wright,nursing_assistant,surgery,0
31,STF-a81bb023,Donald Wright,nursing_assistant,surgery,1
32,STF-a81bb023,Donald Wright,nursing_assistant,surgery,1
33,STF-a81bb023,Donald Wright,nursing_assistant,surgery,0
34,STF-a81bb023,Donald Wright,nursing_assistant,surgery,1
35,STF-a81bb023,Donald Wright,nursing_assistant,surgery,1
36,STF-a81bb023,Donald Wright,nursing_assistant,surgery,0
37,STF-a81bb023,Donald Wright,nursing_assistant,surgery,1
38,STF-a81bb023,Donald Wright,nursing_assistant,surgery,1
39,STF-a81bb023,Donald Wright,nursing_assistant,surgery,0
40,STF-a81bb023,Donald Wright,nursing_assistant,surgery,1
41,STF-a81bb023,Donald Wright,nursing_assistant,surgery,1
42,STF-a81bb023,Donald Wright,nursing_assistant,surgery,0
43,STF-a81bb023,Donald Wright,nursing_assistant,surgery,1
44,STF-a81bb023,Donald Wright,nursing_assistant,surgery,1
45,STF-a81bb023,Donald Wright,nursing_assistant,surgery,0
46,STF-a81bb023,Donald Wright,nursing_assistant,surgery,1
47,STF-a81bb023,Donald Wright,nursing_assistant,surgery,1
48,STF-a81bb023,Donald Wright,nursing_assistant,surgery,0
49,STF-a81bb023,Donald Wright,nursing_assistant,surgery,1
50,STF-a81bb023,Donald Wright,nursing_assistant,surgery,1
51,STF-a81bb023,Donald Wright,nursing_assistant,surgery,0
52,STF-a81bb023,Donald Wright,nursing_assistant,surgery,1
1,STF-d569a861,Jessica Callahan,doctor,general_medicine,1
2,STF-d569a861,Jessica Callahan,doctor,general_medicine,1
3,STF-d569a861,Jessica Callahan,doctor,general_medicine,0
4,STF-d569a861,Jessica Callahan,doctor,general_medicine,0
5,STF-d569a861,Jessica Callahan,doctor,general_medicine,1
6,STF-d569a861,Jessica Callahan,doctor,general_medicine,0
7,STF-d569a861,Jessica Callahan,doctor,general_medicine,1
8,STF-d569a861,Jessica Callahan,doctor,general_medicine,0
9,STF-d569a861,Jessica Callahan,doctor,general_medicine,0
10,STF-d569a861,Jessica Callahan,doctor,general_medicine,1
11,STF-d569a861,Jessica Callahan,doctor,general_medicine,1
12,STF-d569a861,Jessica Callahan,doctor,general_medicine,0
13,STF-d569a861,Jessica Callahan,doctor,general_medicine,1
14,STF-d569a861,Jessica Callahan,doctor,general_medicine,1
15,STF-d569a861,Jessica Callahan,doctor,general_medicine,0
16,STF-d569a861,Jessica Callahan,doctor,general_medicine,1
17,STF-d569a861,Jessica Callahan,doctor,general_medicine,1
18,STF-d569a861,Jessica Callahan,doctor,general_medicine,0
19,STF-d569a861,Jessica Callahan,doctor,general_medicine,1
20,STF-d569a861,Jessica Callahan,doctor,general_medicine,1
21,STF-d569a861,Jessica Callahan,doctor,general_medicine,0
22,STF-d569a861,Jessica Callahan,doctor,general_medicine,1
23,STF-d569a861,Jessica Callahan,doctor,general_medicine,1
24,STF-d569a861,Jessica Callahan,doctor,general_medicine,0
25,STF-d569a861,Jessica Callahan,doctor,general_medicine,1
26,STF-d569a861,Jessica Callahan,doctor,general_medicine,1
27,STF-d569a861,Jessica Callahan,doctor,general_medicine,0
28,STF-d569a861,Jessica Callahan,doctor,general_medicine,1
29,STF-d569a861,Jessica Callahan,doctor,general_medicine,1
30,STF-d569a861,Jessica Callahan,doctor,general_medicine,0
31,STF-d569a861,Jessica Callahan,doctor,general_medicine,1
32,STF-d569a861,Jessica Callahan,doctor,general_medicine,1
33,STF-d569a861,Jessica Callahan,doctor,general_medicine,0
34,STF-d569a861,Jessica Callahan,doctor,general_medicine,1
35,STF-d569a861,Jessica Callahan,doctor,general_medicine,1
36,STF-d569a861,Jessica Callahan,doctor,general_medicine,0
37,STF-d569a861,Jessica Callahan,doctor,general_medicine,1
38,STF-d569a861,Jessica Callahan,doctor,general_medicine,1
39,STF-d569a861,Jessica Callahan,doctor,general_medicine,0
40,STF-d569a861,Jessica Callahan,doctor,general_medicine,1
41,STF-d569a861,Jessica Callahan,doctor,general_medicine,1
42,STF-d569a861,Jessica Callahan,doctor,general_medicine,0
43,STF-d569a861,Jessica Callahan,doctor,general_medicine,0
44,STF-d569a861,Jessica Callahan,doctor,general_medicine,1
45,STF-d569a861,Jessica Callahan,doctor,general_medicine,0
46,STF-d569a861,Jessica Callahan,doctor,general_medicine,1
47,STF-d569a861,Jessica Callahan,doctor,general_medicine,1
48,STF-d569a861,Jessica Callahan,doctor,general_medicine,0
49,STF-d569a861,Jessica Callahan,doctor,general_medicine,1
50,STF-d569a861,Jessica Callahan,doctor,general_medicine,1
51,STF-d569a861,Jessica Callahan,doctor,general_medicine,0
52,STF-d569a861,Jessica Callahan,doctor,general_medicine,1
1,STF-48fc5275,Amber Kidd,doctor,general_medicine,1
2,STF-48fc5275,Amber Kidd,doctor,general_medicine,1
3,STF-48fc5275,Amber Kidd,doctor,general_medicine,0
4,STF-48fc5275,Amber Kidd,doctor,general_medicine,1
5,STF-48fc5275,Amber Kidd,doctor,general_medicine,1
6,STF-48fc5275,Amber Kidd,doctor,general_medicine,0
7,STF-48fc5275,Amber Kidd,doctor,general_medicine,1
8,STF-48fc5275,Amber Kidd,doctor,general_medicine,1
9,STF-48fc5275,Amber Kidd,doctor,general_medicine,0
10,STF-48fc5275,Amber Kidd,doctor,general_medicine,1
11,STF-48fc5275,Amber Kidd,doctor,general_medicine,1
12,STF-48fc5275,Amber Kidd,doctor,general_medicine,0
13,STF-48fc5275,Amber Kidd,doctor,general_medicine,1
14,STF-48fc5275,Amber Kidd,doctor,general_medicine,0
15,STF-48fc5275,Amber Kidd,doctor,general_medicine,0
16,STF-48fc5275,Amber Kidd,doctor,general_medicine,1
17,STF-48fc5275,Amber Kidd,doctor,general_medicine,1
18,STF-48fc5275,Amber Kidd,doctor,general_medicine,0
19,STF-48fc5275,Amber Kidd,doctor,general_medicine,1
20,STF-48fc5275,Amber Kidd,doctor,general_medicine,1
21,STF-48fc5275,Amber Kidd,doctor,general_medicine,0
22,STF-48fc5275,Amber Kidd,doctor,general_medicine,1
23,STF-48fc5275,Amber Kidd,doctor,general_medicine,1
24,STF-48fc5275,Amber Kidd,doctor,general_medicine,0
25,STF-48fc5275,Amber Kidd,doctor,general_medicine,1
26,STF-48fc5275,Amber Kidd,doctor,general_medicine,1
27,STF-48fc5275,Amber Kidd,doctor,general_medicine,0
28,STF-48fc5275,Amber Kidd,doctor,general_medicine,1
29,STF-48fc5275,Amber Kidd,doctor,general_medicine,1
30,STF-48fc5275,Amber Kidd,doctor,general_medicine,0
31,STF-48fc5275,Amber Kidd,doctor,general_medicine,1
32,STF-48fc5275,Amber Kidd,doctor,general_medicine,1
33,STF-48fc5275,Amber Kidd,doctor,general_medicine,0
34,STF-48fc5275,Amber Kidd,doctor,general_medicine,1
35,STF-48fc5275,Amber Kidd,doctor,general_medicine,0
36,STF-48fc5275,Amber Kidd,doctor,general_medicine,0
37,STF-48fc5275,Amber Kidd,doctor,general_medicine,1
38,STF-48fc5275,Amber Kidd,doctor,general_medicine,0
39,STF-48fc5275,Amber Kidd,doctor,general_medicine,0
40,STF-48fc5275,Amber Kidd,doctor,general_medicine,0
41,STF-48fc5275,Amber Kidd,doctor,general_medicine,1
42,STF-48fc5275,Amber Kidd,doctor,general_medicine,0
43,STF-48fc5275,Amber Kidd,doctor,general_medicine,1
44,STF-48fc5275,Amber Kidd,doctor,general_medicine,0
45,STF-48fc5275,Amber Kidd,doctor,general_medicine,0
46,STF-48fc5275,Amber Kidd,doctor,general_medicine,0
47,STF-48fc5275,Amber Kidd,doctor,general_medicine,0
48,STF-48fc5275,Amber Kidd,doctor,general_medicine,0
49,STF-48fc5275,Amber Kidd,doctor,general_medicine,1
50,STF-48fc5275,Amber Kidd,doctor,general_medicine,1
51,STF-48fc5275,Amber Kidd,doctor,general_medicine,0
52,STF-48fc5275,Amber Kidd,doctor,general_medicine,1
1,STF-3ea6bb2e,Tracy House,doctor,general_medicine,1
2,STF-3ea6bb2e,Tracy House,doctor,general_medicine,1
3,STF-3ea6bb2e,Tracy House,doctor,general_medicine,0
4,STF-3ea6bb2e,Tracy House,doctor,general_medicine,1
5,STF-3ea6bb2e,Tracy House,doctor,general_medicine,1
6,STF-3ea6bb2e,Tracy House,doctor,general_medicine,0
7,STF-3ea6bb2e,Tracy House,doctor,general_medicine,0
8,STF-3ea6bb2e,Tracy House,doctor,general_medicine,1
9,STF-3ea6bb2e,Tracy House,doctor,general_medicine,0
10,STF-3ea6bb2e,Tracy House,doctor,general_medicine,1
11,STF-3ea6bb2e,Tracy House,doctor,general_medicine,1
12,STF-3ea6bb2e,Tracy House,doctor,general_medicine,0
13,STF-3ea6bb2e,Tracy House,doctor,general_medicine,1
14,STF-3ea6bb2e,Tracy House,doctor,general_medicine,1
15,STF-3ea6bb2e,Tracy House,doctor,general_medicine,0
16,STF-3ea6bb2e,Tracy House,doctor,general_medicine,1
17,STF-3ea6bb2e,Tracy House,doctor,general_medicine,1
18,STF-3ea6bb2e,Tracy House,doctor,general_medicine,0
19,STF-3ea6bb2e,Tracy House,doctor,general_medicine,1
20,STF-3ea6bb2e,Tracy House,doctor,general_medicine,1
21,STF-3ea6bb2e,Tracy House,doctor,general_medicine,0
22,STF-3ea6bb2e,Tracy House,doctor,general_medicine,1
23,STF-3ea6bb2e,Tracy House,doctor,general_medicine,0
24,STF-3ea6bb2e,Tracy House,doctor,general_medicine,0
25,STF-3ea6bb2e,Tracy House,doctor,general_medicine,0
26,STF-3ea6bb2e,Tracy House,doctor,general_medicine,1
27,STF-3ea6bb2e,Tracy House,doctor,general_medicine,0
28,STF-3ea6bb2e,Tracy House,doctor,general_medicine,1
29,STF-3ea6bb2e,Tracy House,doctor,general_medicine,1
30,STF-3ea6bb2e,Tracy House,doctor,general_medicine,0
31,STF-3ea6bb2e,Tracy House,doctor,general_medicine,0
32,STF-3ea6bb2e,Tracy House,doctor,general_medicine,1
33,STF-3ea6bb2e,Tracy House,doctor,general_medicine,0
34,STF-3ea6bb2e,Tracy House,doctor,general_medicine,1
35,STF-3ea6bb2e,Tracy House,doctor,general_medicine,1
36,STF-3ea6bb2e,Tracy House,doctor,general_medicine,0
37,STF-3ea6bb2e,Tracy House,doctor,general_medicine,1
38,STF-3ea6bb2e,Tracy House,doctor,general_medicine,1
39,STF-3ea6bb2e,Tracy House,doctor,general_medicine,0
40,STF-3ea6bb2e,Tracy House,doctor,general_medicine,1
41,STF-3ea6bb2e,Tracy House,doctor,general_medicine,1
42,STF-3ea6bb2e,Tracy House,doctor,general_medicine,0
43,STF-3ea6bb2e,Tracy House,doctor,general_medicine,1
44,STF-3ea6bb2e,Tracy House,doctor,general_medicine,1
45,STF-3ea6bb2e,Tracy House,doctor,general_medicine,0
46,STF-3ea6bb2e,Tracy House,doctor,general_medicine,1
47,STF-3ea6bb2e,Tracy House,doctor,general_medicine,1
48,STF-3ea6bb2e,Tracy House,doctor,general_medicine,0
49,STF-3ea6bb2e,Tracy House,doctor,general_medicine,1
50,STF-3ea6bb2e,Tracy House,doctor,general_medicine,1
51,STF-3ea6bb2e,Tracy House,doctor,general_medicine,0
52,STF-3ea6bb2e,Tracy House,doctor,general_medicine,0
1,STF-9dd2c561,Carol Tucker,doctor,general_medicine,1
2,STF-9dd2c561,Carol Tucker,doctor,general_medicine,1
3,STF-9dd2c561,Carol Tucker,doctor,general_medicine,0
4,STF-9dd2c561,Carol Tucker,doctor,general_medicine,1
5,STF-9dd2c561,Carol Tucker,doctor,general_medicine,1
6,STF-9dd2c561,Carol Tucker,doctor,general_medicine,0
7,STF-9dd2c561,Carol Tucker,doctor,general_medicine,1
8,STF-9dd2c561,Carol Tucker,doctor,general_medicine,1
9,STF-9dd2c561,Carol Tucker,doctor,general_medicine,0
10,STF-9dd2c561,Carol Tucker,doctor,general_medicine,1
11,STF-9dd2c561,Carol Tucker,doctor,general_medicine,1
12,STF-9dd2c561,Carol Tucker,doctor,general_medicine,0
13,STF-9dd2c561,Carol Tucker,doctor,general_medicine,1
